Issuer BaFin-Id,Issuer,Issuer Domicile,Issuer Country,Reportable BaFin-Id,Reportable,Reportable Domicile,Reportable Country,Rights §33 & §34,Rights §38,Rights §39,Publishing Date 
,,,,40026911,Nomainvest S.A.,Eupen,Belgien,"32,16","0,0","32,16",17.09.2020
,,,,40027954,Schumag-Stiftung,Aachen,Deutschland,"3,93","0,0","3,93",16.09.2020
40001278,SCHWEIZER ELECTRONIC AKTIENGESELLSCHAFT,Schramberg,Deutschland,,,,,,,,
,,,,50038744,"Erbengemeinschaft Gerhard Schweizer (Bestehend aus: Hannelore Schweizer, Kristina Schweizer, Bernd Schweizer)",Schramberg,Deutschland,"16,01",,,07.02.2006
,,,,40001924,Infineon Technologies AG,Neubiberg,Deutschland,"9,39",,,28.11.2014
,,,,60490244,"Schweizer, Christoph",,,"14,43",,,18.07.2014
,,,,60490246,"Schweizer, Nicolas Fabian",,,"8,28",,,23.04.2002
,,,,61052314,"Wu, LK",,,"19,74","0,0","19,74",19.06.2017
,,,,40026093,"WUS Printed Circuit Co., Ltd.",Kaohsiung,Taiwan,"10,16","0,0","10,16",24.05.2017
40022657,Scout24 SE,München,Deutschland,,,,,,,,
,,,,10105515,Allianz Global Investors GmbH,Frankfurt am Main,Deutschland,"4,82","0,01","4,82",31.08.2020
,,,,40007740,Baillie Gifford & Co Limited,Edinburgh,Großbritannien,"5,01","0,0","5,01",11.02.2022
,,,,40006048,"BlackRock, Inc.",Wilmington,Vereinigte Staaten von Amerika,"5,39","0,06","5,45",23.09.2021
,,,,10105513,DWS Investment GmbH,Frankfurt,Deutschland,"3,28","0,0","3,28",11.03.2022
,,,,40008476,Invesco Ltd.,Hamilton,Bermuda,"3,33","0,0","3,33",11.10.2021
,,,,40008683,Massachusetts Financial Services Company (MFS),Boston,Vereinigte Staaten von Amerika,"5,02","0,0","5,02",30.11.2021
,,,,50029287,MFS MERIDIAN FUNDS,Luxembourg,Luxemburg,"3,23","0,0","3,23",31.01.2022
,,,,40005584,Morgan Stanley,Wilmington,Vereinigte Staaten von Amerika,"3,23","0,66","3,89",19.04.2022
,,,,40026356,Pelham Long/Short Fund Ltd.,Hamilton,Bermuda,"3,03","0,0","3,03",19.10.2021
,,,,61043164,"Siddiqui, Masroor Taale",,,"5,04","0,0","5,04",08.11.2021
,,,,40003642,"The Goldman Sachs Group, Inc.",Wilmington,Vereinigte Staaten von Amerika,"0,74","5,03","5,77",09.05.2022
,,,,61008176,"Turner, Ross",,,"4,93","0,0","4,93",28.01.2021
40001847,secunet Security Networks Aktiengesellschaft,Essen,Deutschland,,,,,,,,
,,,,50038954,Giesecke+Devrient Gesellschaft mit beschränkter Haftung,München,Deutschland,"78,88",,,06.04.2004
,,,,40019388,MC Familiengesellschaft mbH,Tutzing,Deutschland,"79,43",,,11.10.2012
,,,,61006342,"von Mitschke-Collande, Verena",,,"78,88",,,12.02.2009
40026817,Serviceware SE,Bad Camberg,Deutschland,,,,,,,,
,,,,10105509,HANSAINVEST Hanseatische Investment-GmbH,Hamburg,Deutschland,"5,00232","0,0","5,00232",19.10.2021
,,,,61056299,"Martin, Dirk K.",,,"36,95","0,0","36,95",24.04.2018
,,,,61056298,"Popp, Harald",,,"36,95","0,0","36,95",24.04.2018
,,,,61014892,"Zaldivar, Peter",,,"5,8","0,0","5,8",12.11.2019
40005000,SFC Energy AG,Brunnthal,Deutschland,,,,,,,,
,,,,40021352,1752748 Alberta Ltd.,Calgary,Kanada,"3,59",,,01.10.2013
,,,,10105513,DWS Investment GmbH,Frankfurt,Deutschland,"4,84","0,0","4,84",05.02.2021
,,,,60225845,"Giani-Leber, Dr. Claudia",,,"5,58","0,0","5,58",08.10.2021
,,,,10105509,HANSAINVEST Hanseatische Investment-GmbH,Hamburg,Deutschland,"3,01","0,0","3,01",04.02.2022
,,,,60225844,"Leber, Dr. Hendrik",,,"5,58","0,0","5,58",08.10.2021
,,,,61031702,"Wheeler, Marc",,,"3,94",,,01.10.2013
40001332,SGL Carbon SE,Wiesbaden,Deutschland,,,,,,,,
,,,,50039579,Ahorner GmbH,Wien,Österreich,"9,98",,,13.09.2013
,,,,40021046,Ahorner Holding GmbH,Salzburg,Österreich,"9,98",,,13.09.2013
,,,,60488705,"Ahorner, Mag. Josef",,,"8,18",,,08.03.2011
,,,,40000924,Bayerische Motoren Werke Aktiengesellschaft,München,Deutschland,"18,44",,,16.10.2014
,,,,50039577,Dr. Hans-Michel Piëch GmbH,Salzburg,Österreich,"8,18",,,08.03.2011
,,,,50038711,HMP Vermögensverwaltung GmbH,Grünwald,Deutschland,"8,18",,,08.03.2011
,,,,60489210,"Kiesling, Dr. Louise",,,"8,18",,,08.03.2011
,,,,60489219,"Klatten, Susanne",,,"27,46",,,16.10.2014
,,,,60489526,"Piech, Dr. Hans-Michel",,,"8,18",,,08.03.2011
,,,,50039580,PORSCHE Gesellschaft m.b.H.,Salzburg,Österreich,"8,18",,,08.03.2011
,,,,50038632,Porsche Gesellschaft mit beschränkter Haftung,Stuttgart,Deutschland,"8,18",,,08.03.2011
,,,,50039581,Porsche Piech Holding GmbH,Salzburg,Österreich,"8,18",,,08.03.2011
,,,,61033755,"Porsche, Diana",,,"9,88",,,22.07.2015
,,,,61033756,"Porsche, Dr. Dr. Christian",,,"9,82","0,0","9,82",17.06.2016
,,,,60489548,"Porsche, Dr. Ferdinand Oliver",,,"8,18",,,08.03.2011
,,,,61033754,"Porsche, Dr. Geraldine",,,"9,88",,,22.07.2015
,,,,60489549,"Porsche, Dr. Wolfgang",,,"9,82","0,0","9,82",17.06.2016
,,,,61033758,"Porsche, Felix Alexander",,,"9,82","0,0","9,82",17.06.2016
,,,,61033757,"Porsche, Ferdinand Rudolf Wolfgang",,,"9,82","0,0","9,82",17.06.2016
,,,,60489551,"Porsche, Gerhard Anton",,,"8,18",,,08.03.2011
,,,,60489552,"Porsche, Ing. Hans-Peter",,,"8,18",,,08.03.2011
,,,,60489553,"Porsche, Kai Alexander",,,"8,18",,,08.03.2011
,,,,60489554,"Porsche, Mag. Mark Philipp",,,"8,18",,,08.03.2011
,,,,60489555,"Porsche, Peter Daniell",,,"8,18",,,08.03.2011
,,,,61019889,"Porsche-Schröder, Dipl.-Design. Stephanie",,,"9,82","0,0","9,82",17.06.2016
,,,,40007210,SKion GmbH,Bad Homburg v. d. Höhe,Deutschland,"27,46",,,16.10.2014
40001273,Siemens Aktiengesellschaft,München,Deutschland,,,,,,,,
,,,,40006048,"BlackRock, Inc.",Wilmington,Vereinigte Staaten von Amerika,"6,16","0,01","6,17",15.04.2021
,,,,40016684,DIC Company Limited,George Town,Cayman Inseln (Kaimaninseln),"3,04",,,15.05.2012
,,,,40001273,Siemens Aktiengesellschaft,München,Deutschland,"5,02","0,0","5,02",18.03.2020
,,,,40011754,State of Qatar,Doha,Katar,"3,04",,,15.05.2012
,,,,40008168,Werner Siemens-Stiftung,Zug,Schweiz,"3,034",,,21.01.2008
40029647,Siemens Energy AG,München,Deutschland,,,,,,,,
,,,,40006048,"BlackRock, Inc.",Wilmington,Vereinigte Staaten von Amerika,"3,12","0,34","3,46",28.04.2022
,,,,40001273,Siemens Aktiengesellschaft,München,Deutschland,"40,06","0,0","40,06",08.07.2021
40026744,Siemens Healthineers AG,München,Deutschland,,,,,,,,
,,,,40001273,Siemens Aktiengesellschaft,München,Deutschland,"85,0","1,96","86,96",20.03.2018
,,,,50039652,"The Capital Group Companies, Inc.",Los Angeles,Vereinigte Staaten von Amerika,"3,02","0,0","3,02",11.05.2022
40023333,Siltronic AG,München,Deutschland,,,,,,,,
,,,,40005386,Dr. Alexander Wacker Familiengesellschaft mit beschränkter Haftung,München,Deutschland,"30,83","0,0","30,83",20.03.2017
,,,,10105513,DWS Investment GmbH,Frankfurt,Deutschland,"5,27","0,0","5,27",16.03.2022
,,,,40031303,Sino-American Silicon Products Inc.,Hsinchu City,Taiwan,"13,67","0,0","13,67",10.02.2021
,,,,40010110,Staat Norwegen,Oslo,Norwegen,"3,23","0,23","3,46",17.05.2022
40001245,SIMONA Aktiengesellschaft,Kirn,Deutschland,,,,,,,,
,,,,99500868,"Ameriprise Financial, Inc.",Wilmington,Vereinigte Staaten von Amerika,"5,003","0,0","5,003",17.05.2022
,,,,10105502,BayernInvest Kapitalverwaltungsgesellschaft mbH,München,Deutschland,"5,0038",,,02.01.2014
,,,,40008926,Dr. Wolfgang und Anita Bürkle Stiftung,Kirn,Deutschland,"30,79",,,11.06.2010
,,,,40013095,Landkreis Biberach,Biberach,Deutschland,"15,04","0,0","15,04",21.07.2016
,,,,10105496,LBBW Asset Management Investmentgesellschaft mbH,Stuttgart,Deutschland,"10,0",,,02.01.2014
,,,,60489431,"Möller, Dirk",,,"11,64",,,08.04.2002
,,,,40005721,Rossmann Beteiligungs GmbH,Burgwedel,Deutschland,"10,1",,,25.06.2008
,,,,61000647,"Roßmann, Dirk",,,"10,1",,,23.06.2008
,,,,50038305,SIMONA Vermögensverwaltungsgesellschaft der Belegschaft mbH,Kirn,Deutschland,"12,65",,,26.02.2003
,,,,60489850,"Tegtmeyer, Regine",,,"11,42",,,08.04.2002
40000809,Singulus Technologies Aktiengesellschaft,Kahl am Main,Deutschland,,,,,,,,
,,,,10116811,Baring Asset Management Limited,London,Großbritannien,"3,02","0,0","3,02",15.11.2021
,,,,50040017,FPM Funds,Grevenmacher,Luxemburg,"5,24","0,0","5,24",31.01.2020
,,,,61027781,"Jakopitsch, Clemens",,,"6,21","0,0","6,21",19.03.2019
,,,,10105520,Universal-Investment-Gesellschaft mit beschränkter Haftung,Frankfurt am Main,Deutschland,"10,17","0,0","10,17",02.09.2021
,,,,40014649,Volksrepublik China,Beijing,Volksrepublik China,"16,75","0,0","16,75",24.01.2019
20000091,Sino-German United AG,München,Deutschland,,,,,,,,
,,,,40014649,Volksrepublik China,Beijing,Volksrepublik China,"79,52","0,0","79,52",16.06.2016
40001238,Sixt SE,Pullach,Deutschland,,,,,,,,
,,,,10105513,DWS Investment GmbH,Frankfurt,Deutschland,"5,01","0,0","5,01",18.12.2019
,,,,50039001,Erich Sixt Vermögensverwaltung GmbH,Pullach,Deutschland,"56,8",,,30.11.2002
,,,,40023343,ES Asset Management and Services GmbH & Co. KG,Pullach i. Isartal,Deutschland,"60,08",,,26.03.2015
,,,,60489777,"Sixt, Erich",,,"56,8",,,30.11.2002
40001834,SLEEPZ AG,Berlin,Deutschland,,,,,,,,
,,,,40026283,Alessanderx S.p.A.,Prato,Italien,"3,88","0,0","3,88",16.01.2019
,,,,61061965,"Binder, Gunnar Hermann Gustav",,,"6,8","0,0","6,8",09.03.2020
,,,,60488825,"Borrmann, Oliver Alexander",,,"3,35","0,0","3,35",15.04.2020
,,,,40029952,Gemini Beteiligungs GmbH,München,Deutschland,"26,16",,"26,16",02.03.2020
,,,,61056578,"Pohlmann, Peter",,,"14,12","0,0","14,12",02.01.2020
,,,,61064148,"Tismer, Michael",,,"16,9","0,0","16,9",23.10.2020
40022086,SLM Solutions Group AG,Lübeck,Deutschland,,,,,,,,
,,,,40029385,AIM INTERNATIONAL MUTUAL FUNDS (INVESCO INTERNATIONAL MUTUAL FUNDS),Wilmington,Vereinigte Staaten von Amerika,"10,12","0,0","10,12",10.10.2019
,,,,40032058,Ark ETF Trust,Wilmington,Vereinigte Staaten von Amerika,"4,47","0,0","4,47",06.08.2021
,,,,50040126,Bank of America Corporation,Wilmington,Vereinigte Staaten von Amerika,"0,14","22,82","22,96",09.05.2022
,,,,40010323,Elliott International Limited,George Town,Cayman Inseln (Kaimaninseln),"23,22","0,0","23,22",22.07.2021
,,,,61033806,"Ihde, Hans-Joachim",,,"9,5","0,0","9,5",29.09.2021
,,,,40008476,Invesco Ltd.,Hamilton,Bermuda,"10,12","0,0","10,12",10.10.2019
,,,,61056000,"Kounelakis, George",,,"18,71","0,0","18,71",16.07.2021
,,,,40005584,Morgan Stanley,Wilmington,Vereinigte Staaten von Amerika,"10,04","2,71","12,75",22.12.2021
,,,,60498461,"Singer, Paul E.",,,"23,22","1,77","24,98",22.07.2021
,,,,61070802,"Taselaar, Pieter",,,"5,24","0,0","5,24",15.12.2021
,,,,61069174,"Wood, Catherine D.",,,"4,47","0,0","4,47",06.08.2021
40008727,SMA Solar Technology AG,Niestetal,Deutschland,,,,,,,,
,,,,40022061,Bitten og Mads Clausens Fond,Nordborg,Dänemark,"20,0",,,16.06.2014
,,,,40024805,cdw Stiftung,Kassel,Deutschland,"8,65","0,0","8,65",15.02.2016
,,,,61015142,"Cramer, Lars",,,"9,99974","0,0","9,99974",28.09.2020
,,,,40022060,Danfoss A/S,Nordborg,Dänemark,"20,0",,,04.06.2014
,,,,60201863,"Drews, Peter",,,"4,762",,,11.08.2014
,,,,61015144,"Kleinkauf, Uwe",,,"6,328","0,0","6,328",31.01.2020
,,,,61015143,"Salzmann, Verena",,,"4,989","0,0","4,989",08.02.2021
,,,,61005607,"Wettlaufer, Reiner",,,"4,762",,,11.08.2014
40022222,Snowbird AG,Köln,Deutschland,,,,,,,,
,,,,40022749,Alrai S.à r.l.,Luxembourg,Luxemburg,"4,274",,,06.10.2014
,,,,40022753,Alrakis S.à r.l.,Luxembourg,Luxemburg,"4,274",,,06.10.2014
,,,,40022754,Big Business Global Holdings Limited,Road Town,Brit. Jungferninseln,"34,67",,,06.10.2014
,,,,61037270,"CHEN, Ling",,,"3,325",,,06.10.2014
,,,,61036412,"Chen, Yljun",,,"4,274",,,06.10.2014
,,,,61036414,"Choi, Siu Hung",,,"34,67",,,06.10.2014
,,,,40022751,Imperial Topaz S.à r.l.,Luxembourg,Luxemburg,"4,274",,,06.10.2014
,,,,61045154,"Liu, Deling",,,"4,274",,,06.10.2014
,,,,61036413,"Lo, Kin Nam",,,"4,179",,,06.10.2014
,,,,40022752,Mystic Topaz S.à r.l.,Luxembourg,Luxemburg,"4,274",,,06.10.2014
,,,,40022790,United Talent Investments Limited,Road Town,Brit. Jungferninseln,"3,325",,,06.10.2014
,,,,61045153,"Wang, Qingmei",,,"4,274",,,06.10.2014
,,,,61036415,"Xu, Beifang",,,"4,654",,,06.10.2014
,,,,61036410,"Yan, Changzai",,,"28,97",,,09.10.2014
,,,,61036411,"Yan, Zhaorui",,,"4,274",,,06.10.2014
,,,,40022750,Yield Trade Limited,Road Town,Brit. Jungferninseln,"4,654",,,06.10.2014
,,,,40022791,Zhen Sheng Limited,Road Town,Brit. Jungferninseln,"4,179",,,06.10.2014
,,,,60490353,"Zours, Wilhelm Konrad Thomas",,,"5,54","0,0","5,54",23.01.2019
40002384,SNP Schneider-Neureither & Partner SE,Heidelberg,Deutschland,,,,,,,,
,,,,61049349,"Hartung, Oswin",,,"4,72","0,0","4,72",22.07.2020
,,,,40026431,LUXUNION S.A.,Leudelange,Luxemburg,"10,01","0,0","10,01",09.12.2021
,,,,61065456,"Marguerre, Wolfgang",,,"15,07","0,0","15,07",01.04.2021
,,,,61065900,"Schneider-Neureither, Tatiana",,,"12,81","0,0","12,81",09.04.2021
,,,,10105517,Union Investment Privatfonds GmbH,Frankfurt,Deutschland,"3,96","2,4","6,36",20.04.2021
40002082,Softing AG,Haar,Deutschland,,,,,,,,
,,,,61015873,"Fuchs, Dr. Klaus",,,"3,99",,,22.12.2010
,,,,61066235,"Hönig, Gerhard",,,"22,43","0,0","22,43",07.12.2020
,,,,60489422,"Mittmann, Dr. Rainer",,,"4,62","0,0","4,62",26.03.2018
,,,,61019509,"Sem, Peter",,,"3,0048","0,0","3,0048",11.12.2019
,,,,61056125,"Widmann, Alois",,,"15,92","0,0","15,92",26.03.2018
40001803,Software Aktiengesellschaft,Darmstadt,Deutschland,,,,,,,,
,,,,40006562,"Franklin Mutual Advisers, LLC",Wilmington,Vereinigte Staaten von Amerika,"5,02","0,0","5,02",03.05.2022
,,,,10120441,Kempen Capital Management N.V.,Amsterdam,Niederlande,"3,02","0,0","3,02",25.03.2022
,,,,61072422,"Moses, Robert G.",,,"3,01","0,0","3,01",12.05.2022
,,,,50039804,Schroders plc,London,Großbritannien,"6,69","0,01","6,7",29.04.2022
,,,,40032894,"Silver Lake (Offshore) AIV GP VI, Ltd.",George Town,Cayman Inseln (Kaimaninseln),"0,0","9,99","9,99",16.02.2022
,,,,40032934,"SILVER LAKE GROUP, L.L.C.",Wilmington,Vereinigte Staaten von Amerika,"0,0","9,99","9,99",16.02.2022
,,,,40032889,"SLTM GP, L.L.C.",Wilmington,Vereinigte Staaten von Amerika,"0,0","9,99","9,99",16.02.2022
,,,,50038466,Software AG Stiftung,Darmstadt,Deutschland,"31,59",,,04.05.2015
40002564,Solar-Fabrik Aktiengesellschaft für Produktion und Vertrieb von solartechnischen Produkten,Freiburg,Deutschland,,,,,,,,
,,,,40010935,Dienes Holding GmbH,Kaiserslautern,Deutschland,"10,38",,,27.11.2012
,,,,40010936,Dienes Packaging GmbH,Kaiserslautern,Deutschland,"10,38",,,27.11.2012
,,,,61006463,"Dienes, Klaus Heinrich",,,"10,38",,,27.11.2012
,,,,61015423,"Grohe, Klaus",,,"10,032",,,29.02.2012
,,,,60489598,"Ritter, Alfred T.",,,"19,03",,,16.08.2010
,,,,61013003,"Salvamoser, Maria",,,"9,18",,,09.07.2010
40000304,SolarWorld Aktiengesellschaft,Bonn,Deutschland,,,,,,,,
,,,,61065783,"Eller, Joachim",,,"5,07","0,0","5,07",29.10.2020
,,,,40011754,State of Qatar,Doha,Katar,"29,0","0,0","29,0",31.08.2017
40001804,Splendid Medien AG,Köln,Deutschland,,,,,,,,
,,,,50038245,Familie Klein GbR,Köln,Deutschland,"6,9358",,,30.04.2002
,,,,60489221,"Klein, Andreas R.",,,"54,552",,,30.04.2002
,,,,61007662,"Siepe, Josef",,,"10,06","0,0","10,06",30.05.2016
40001640,SPOBAG Aktiengesellschaft,Düsseldorf,Deutschland,,,,,,,,
,,,,60490399,"Löw, Prof. Dr. Dr. Peter Werner Maria",,,"75,14","0,0","75,14",23.03.2016
,,,,40006095,SPR Treuhand- und Beteiligungs-AG,Konstanz,Deutschland,"4,99","0,0","4,99",15.01.2016
40001953,SPORTTOTAL AG,Köln,Deutschland,,,,,,,,
,,,,61041788,"Elgeti, Rolf",,,"22,49","0,0","22,49",28.01.2021
,,,,61008097,"Martin, Peter",,,"4,72","0,0","4,72",18.09.2018
,,,,10118125,Monega Kapitalanlagegesellschaft mbH,Köln,Deutschland,"5,95","0,0","5,95",06.04.2016
,,,,61032285,"Reidel, Jens",,,"4,71",,,25.11.2015
,,,,60489971,"Wernze, Franz-Josef",,,"6,24","0,0","6,24",31.07.2020
40026688,STEMMER IMAGING AG,Puchheim,Deutschland,,,,,,,,
,,,,40027308,PRIMEPULSE SE,München,Deutschland,"50,09","0,0","50,09",07.07.2020
40001285,STO SE & Co. KGaA,Stühlingen,Deutschland,,,,,,,,
,,,,50038750,Gerd Stotmeister Vermögensverwaltungs GmbH & Co. KG,Stühlingen,Deutschland,"90,0",,,12.10.2006
,,,,60489063,"Handte, Helga",,,"90,0",,,12.10.2006
,,,,50038751,Heidi Heimburger Vermögensverwaltungs GmbH & Co. KG,Stühlingen,Deutschland,"90,0",,,12.10.2006
,,,,60489098,"Heimburger, Heidi",,,"90,0",,,12.10.2006
,,,,50038752,Helga Stotmeister Vermögensverwaltungs GmbH & Co. KG,Stühlingen,Deutschland,"90,0",,,12.10.2006
,,,,50038753,Jochen Stotmeister Vermögensverwaltungs GmbH & Co. KG,Stühlingen,Deutschland,"90,0",,,12.10.2006
,,,,40001285,STO SE & Co. KGaA,Stühlingen,Deutschland,"10,0",,,01.08.2007
,,,,40005979,Stotmeister Beteiligungs GmbH,Stühlingen,Deutschland,"90,0",,,12.10.2006
,,,,60489824,"Stotmeister, Gerd",,,"90,0",,,12.10.2006
,,,,60489826,"Stotmeister, Jochen",,,"90,0",,,12.10.2006
40001599,STRATEC SE,Birkenfeld,Deutschland,,,,,,,,
,,,,40029385,AIM INTERNATIONAL MUTUAL FUNDS (INVESCO INTERNATIONAL MUTUAL FUNDS),Wilmington,Vereinigte Staaten von Amerika,"3,01","0,0","3,01",06.05.2022
,,,,10105515,Allianz Global Investors GmbH,Frankfurt am Main,Deutschland,"4,98","0,0","4,98",17.06.2020
,,,,99500868,"Ameriprise Financial, Inc.",Wilmington,Vereinigte Staaten von Amerika,"7,91","0,0","7,91",04.04.2022
,,,,40018959,Brown Capital Management LLC,Baltimore,Vereinigte Staaten von Amerika,"5,01","0,0","5,01",08.04.2022
,,,,40010756,Herdor Beteiligungs GmbH,Unterschleißheim,Deutschland,"25,4",,,30.07.2014
,,,,40010755,Herdor GmbH & Co. KG,Unterschleißheim,Deutschland,"25,4",,,07.05.2014
,,,,40008476,Invesco Ltd.,Hamilton,Bermuda,"3,01","0,0","3,01",06.05.2022
,,,,40030563,Juno Investment Partners B.V.,The Hague,Niederlande,"3,017","0,0","3,017",28.05.2020
,,,,60489328,"Leistner, Doris",,,"25,74",,,30.07.2014
,,,,60489329,"Leistner, Hermann",,,"25,79",,,30.07.2014
,,,,60489330,"Leistner, Ralf",,,"29,73",,,01.12.2014
,,,,60489773,"Siegle, Bettina",,,"29,68",,,01.12.2014
,,,,10183087,Threadneedle (Lux),Bertrange,Luxemburg,"4,93","0,0","4,93",04.04.2022
,,,,60489889,"van Dinter, Tanja",,,"29,53",,,01.12.2014
40012915,Ströer SE & Co. KGaA,Köln,Deutschland,,,,,,,,
,,,,10105515,Allianz Global Investors GmbH,Frankfurt am Main,Deutschland,"9,99","0,0","9,99",04.11.2020
,,,,10105513,DWS Investment GmbH,Frankfurt,Deutschland,"4,93","0,0","4,93",11.11.2020
,,,,50039510,JPMORGAN CHASE & CO,Wilmington,Vereinigte Staaten von Amerika,"8,92","0,86","9,78",20.04.2022
,,,,61013162,"Müller, Udo",,,"41,68","0,0","41,68",31.08.2021
,,,,61013163,"Ströer, Dirk Holger",,,"41,68","0,0","41,68",31.08.2021
,,,,40031633,"ValueAct Holdings GP, LLC",Wilmington,Vereinigte Staaten von Amerika,"11,42","0,0","11,42",08.02.2022
40026900,STS Group AG,Hallbergmoos,Deutschland,,,,,,,,
,,,,10105509,HANSAINVEST Hanseatische Investment-GmbH,Hamburg,Deutschland,"3,36","0,0","3,36",04.01.2022
,,,,61068323,"Scudieri, Paolo",,,"73,25","0,0","73,25",02.07.2021
40014203,Superior Industries Europe AG,Bad Dürkheim,Deutschland,,,,,,,,
,,,,40026032,"Superior Industries International, Inc.",Wilmington,Vereinigte Staaten von Amerika,"92,29","0,0","92,29",01.06.2017
,,,,40026509,Widecast Capital LLP,London,Großbritannien,"3,61","0,0","3,61",10.10.2017
40001870,SURTECO GROUP SE,Buttenwiesn,Deutschland,,,,,,,,
,,,,60488706,"Ahrenkiel, Björn F.J.",,,"56,87","0,0","56,87",14.06.2021
,,,,60488749,"Bausch, Coralie Anna",,,"56,87","0,0","56,87",15.06.2021
,,,,60488747,"Bausch, Dr. Camilla",,,"56,87","0,0","56,87",14.06.2021
,,,,60488750,"Bausch, Dr. Dr. Thomas",,,"57,49","0,0","57,49",16.06.2021
,,,,60488754,"Bausch, Oliver",,,"56,87","0,0","56,87",15.06.2021
,,,,50086575,Delos 31 GmbH,Hamburg,Deutschland,"56,87","0,0","56,87",14.06.2021
,,,,61067491,"Fiedler, Tim",,,"56,87","0,0","56,87",14.06.2021
,,,,40006275,G.A. Schürfeld Verwaltungs GmbH,Hamburg,Deutschland,"56,87","0,0","56,87",14.06.2021
,,,,50037865,Gustav und Catharina Schürfeld Stiftung,Hamburg,Deutschland,"56,87","0,0","56,87",14.06.2021
,,,,60488748,"Jacob, Dr. Victoria Constanze",,,"56,87","0,0","56,87",14.06.2021
,,,,61058453,"Kaindl, Matthias",,,"26,22","0,0","26,22",29.01.2021
,,,,61067490,"Kohl, Fridolin",,,"56,87","0,0","56,87",14.06.2021
,,,,61067489,"Kohl, Jens-Gabriel",,,"56,87","0,0","56,87",14.06.2021
,,,,40010093,Lazard Frères Gestion S.A.S.,Paris,Frankreich,"4,68","0,0","4,68",10.09.2019
,,,,40013149,LAZARD SMALL CAPS EURO SRI,Paris,Frankreich,"3,0021",,,19.08.2014
,,,,60489351,"Linnemann, Christa",,,"56,87","0,0","56,87",15.06.2021
,,,,60489352,"Linnemann, Claus",,,"56,87","0,0","56,87",15.06.2021
,,,,61067488,"Oberbeck, Jan",,,"56,87","0,0","56,87",14.06.2021
,,,,61070322,"Pott, Tobias",,,"56,92","0,0","56,92",11.10.2021
,,,,60489568,"Ramcke, Marion",,,"56,87","0,0","56,87",15.06.2021
,,,,60489664,"Schlautmann, Christian",,,"56,87","0,0","56,87",14.06.2021
,,,,60489666,"Schlautmann, Katrin",,,"57,72","0,0","57,72",14.06.2021
,,,,61067487,"Schürfeld, Hendrik",,,"56,87","0,0","56,87",14.06.2021
,,,,60489733,"Schürfeld, Jens",,,"56,87","0,0","56,87",14.06.2021
,,,,61067486,"Schürfeld, Sven",,,"56,87","0,0","56,87",14.06.2021
40005903,Symrise AG,Holzminden,Deutschland,,,,,,,,
,,,,40022277,APG Asset Management N.V.,Amsterdam,Niederlande,"3,01",,,17.08.2015
,,,,40016012,APG Groep N.V.,Heerlen,Niederlande,"3,01",,,18.08.2015
,,,,40006048,"BlackRock, Inc.",Wilmington,Vereinigte Staaten von Amerika,"6,53","0,27","6,81",17.05.2022
,,,,40016474,Canada Pension Plan Investment Board,Toronto,Kanada,"4,85","0,0","4,85",27.09.2021
,,,,40012611,Gerberding Verwaltungs GmbH,Holzminden,Deutschland,"5,86",,,28.12.2006
,,,,61001421,"Gerberding, Horst-Otto",,,"5,86",,,28.12.2006
,,,,40012613,Gerberding- Vermögensverwaltungs GmbH & Co. KG,Holzminden,Deutschland,"5,86",,,28.12.2006
,,,,40008683,Massachusetts Financial Services Company (MFS),Boston,Vereinigte Staaten von Amerika,"9,96","0,0","9,96",12.11.2019
,,,,40010110,Staat Norwegen,Oslo,Norwegen,"3,08","0,12","3,2",16.05.2022
,,,,50040271,Stichting Pensioenfonds ABP,Heerlen,Niederlande,"3,01",,,18.08.2015
40031466,SYNLAB AG,München,Deutschland,,,,,,,,
,,,,50087078,Cinven Capital Management (V) General Partner Limited,St Peter Port,"Guernsey, Kanalinseln","46,13","0,0","46,13",10.12.2021
,,,,50081498,Novo Nordisk Fonden,Hellerup,Dänemark,"19,55","0,0","19,55",06.05.2021
,,,,40021812,Ontario Teachers' Pension Plan Board,Toronto,Kanada,"9,59","0,0","9,59",06.05.2021
,,,,40011754,State of Qatar,Doha,Katar,"4,99999","0,0","4,99999",10.05.2021
,,,,61042864,"Wimmer, Dr. Bartholomäus",,,"4,75","0,0","4,75",10.05.2021
40002085,Syzygy AG,Bad Homburg v. d. Höhe,Deutschland,,,,,,,,
,,,,10105509,HANSAINVEST Hanseatische Investment-GmbH,Hamburg,Deutschland,"5,97","0,0","5,97",03.11.2021
,,,,40019861,WPP plc,St. Helier,"Jersey, Kanalinseln","50,07","0,26","50,33",01.12.2017
40001302,Südwestdeutsche Salzwerke Aktiengesellschaft,Heilbronn,Deutschland,,,,,,,,
,,,,50038590,Land Baden-Württemberg,Stuttgart,Deutschland,"93,11","0,0","93,11",20.11.2019
,,,,50038691,Stadt Heilbronn,Heilbronn,Deutschland,"93,06","0,0","93,06",20.11.2019
40001246,Südzucker AG,Mannheim,Deutschland,,,,,,,,
,,,,40020068,"AGRANA Zucker, Stärke und Frucht Holding AG",Wien,Österreich,"10,25","0,0","10,25",10.08.2020
,,,,50039550,RAIFFEISEN-HOLDING NIEDERÖSTERREICH-WIEN registrierte Genossenschaft mit beschränkter Haftung,Wien,Österreich,"69,43","0,0","69,43",30.09.2020
